Company Number,Report Texts
6793,股票解除限售公告                                                                        
6794,2018年第一次临时股东大会通知公告                                                                        
6795,第一届董事会第五次会议决议公告                                                                        
6796,2018年第一次临时股东大会通知公告                                                                        
6797,董事变动公告                                                                        
6798,监事辞职公告                                                                        
6800,2017年第四次临时股东大会决议公告                                                                        
6801,2018年第一次临时股东大会通知公告                                                                        
6802,公司章程                                                                        
6803,2017年第三次临时股东大会决议公告                                                                        
6804,董事、高级管理人员辞职公告                                                                        
6805,2017年第八次临时股东大会决议公告                                                                        
6807,关于变更公司名称及证券简称的公告                                                                        
6808,2017年第二次临时股东大会决议公告                                                                        
6809,第一届董事会第十三次会议决议公告                                                                        
6810,安信证券股份有限公司关于上海校外宝教育科技股份有限公司股票发行合法合规性意见                                                                        
6811,2017年第二次临时股东大会决议公告                                                                        
6812,股权质押公告                                                                        
6813,关于完成工商变更登记并取得营业执照的公告                                                                        
6814,2017年第二次临时股东大会决议的公告                                                                      
6815,股票发行方案                                                                        
6816,权益变动公告(增持)                                                                        
6817,核心技术人员变动公告                                                                        
6819,变更经营范围并完成工商登记的公告                                                                        
6820,关于全资子公司完成工商注册登记的公告                                                                        
6821,员工持股计划实施的公告                                                                        
6822,2017年第一次临时股东大会决议公告                                                                        
6823,第一届监事会第十一次会议决议公告                                                                        
6824,2018年第一次临时股东大会通知公告                                                                        
6825,股票解除限售公告                                                                        
6827,第一届董事会第十四次会议决议公告                                                                        
6828,2017年第三次临时股东大会会议决议公告                                                                        
6829,董监高任免公告(监事任命)                                                                        
6830,第一届董事会第五次会议决议公告                                                                        
6831,第一届董事会第十一次会议决议公告                                                                        
6832,第二届董事会第二次会议决议公告                                                                        
6833,关于公司委托理财的公告                                                                        
6834,第四届董事会第五次会议决议公告                                                                        
6835,2017年第三次临时股东大会决议公告                                                                        
6836,2017年半年度权益分派实施公告                                                                        
6837,2017年第二次临时股东大会决议公告                                                                      
6838,2017年第七次临时股东大会决议公告                                                                        
6839,第一届监事会第三次会议决议公告                                                                        
6840,对外投资公告(设立控股子公司)                                                                        
6841,权益变动报告书                                                                        
6842,2017年第五次临时股东大会决议公告                                                                        
6844,2017年第七次临时股东大会会议决议公告                                                                        
6845,关于公司获奖及公司董事长荣获荣誉称号的公告                                                                        
6847,2017年第四次临时股东大会决议公告                                                                        
6848,关于全资子公司取得高新技术企业证书的公告                                                                        
6849,关于追认偶发性关联交易的公告                                                                      
6850,2017年第五次临时股东大会决议公告                                                                        
6852,2017年第一次临时股东大会决议公告                                                                        
6853,第五次临时股东大会决议公告                                                                        
6854,2017年第二次临时股东大会决议公告                                                                        
6855,股票解除限售公告                                                                        
6856,2017年第四次临时股东大会决议公告                                                                        
6857,董事、监事、高管换届选举的公告                                                                        
6858,关于全资子公司取得市级农业龙头企业证书的公告                                                                        
6859,第一届董事会第八次会议决议公告                                                                        
6860,股票发行方案                                                                        
6861,第二届监事会第七次会议决议公告                                                                        
6862,关于2017年第二次临时股东大会决议补发公告的声明                                                                        
6863,关于收到苏州市环境保护局行政处罚决定书的公告的补发声明                                                                        
6864,2017年第四次临时股东大会决议公告                                                                        
6866,第一届监事会第四次会议决议公告                                                                        
6867,2017年第五次临时股东大会决议公告                                                                        
6868,2017年第六次临时股东大会决议公告                                                                        
6869,2017年第一次股票发行完成工商变更的公告                                                                        
6870,2017年第四次临时股东大会决议公告                                                                        
6871,第一届董事会第七次会议决议公告                                                                        
6872,2017年第四次临时股东大会决议公告                                                                        
6873,2017年第二次临时股东大会决议公告                                                                        
6874,2017年第二次临时股东大会决议公告                                                                        
6875,关于重大项目中标的公告                                                                        
6876,2017年第三次临时股东大会决议公告                                                                        
6877,关于预计2018年年度日常性关联交易的公告                                                                        
6878,会计政策变更公告                                                                        
6879,远闻(上海)律师事务所关于徐小陆收购浙江三辰电器股份有限公司的法律意见书                                                                        
6880,第一届董事会第四次会议决议公告                                                                        
6881,2017年第四次临时股东大会决议公告                                                                        
6883,2017年半年度权益分派实施公告                                                                        
6884,2018年第一次临时股东大会通知公告                                                                        
6885,关于预计2018年度公司日常关联交易的公告                                                                        
6887,高级管理人员变动公告(任免情况)                                                                        
6888,2017年第八次临时股东大会决议公告                                                                        
6889,关于完成公司章程修订的公告                                                                        
6890,第一届董事会第八次会议决议公告                                                                        
6891,2017年第五次临时股东大会决议公告                                                                        
6892,关于完成工商变更登记及修改公司章程的公告[2017-054]                                                                      
6893,关于授权使用自有闲置资金进行委托理财的公告                                                                        
6894,2017年第四次临时股东大会决议公告                                                                        
6895,2018年第一次临时股东大会通知公告                                                                        
6896,2017年第四次临时股东大会决议公告                                                                        
6897,高级管理人员变动公告                                                                        
6898,股票解除限售公告                                                                        
6900,上海市中智能停车股份有限公司关于公司股票延期恢复转让进展公告                                                                        
6901,股票解除限售公告                                                                        
6902,2017年第二次临时股东大会决议公告                                                                        
6903,2017年第四次临时股东大会决议公告                                                                        
6904,股票解除限售公告                                                                        
6905,第一届董事会第九次会议决议公告                                                                        
6906,2017年第二次临时股东大会决议公告                                                                        
6907,关联交易公告                                                                        
6908,2018年第一次临时股东大会通知公告                                                                        
6909,2017年半年度权益分派实施公告                                                                        
6910,第一届董事会第十三次会议决议公告                                                                        
6911,2017年第二次临时股东大会决议公告                                                                        
6912,股票解除限售公告                                                                        
6913,股票发行认购公告                                                                        
6915,2017年第二次临时股东大会决议公告                                                                        
6916,2017年第三次临时股东大会会议通知公告                                                                        
6917,2018年第一次临时股东大会通知公告                                                                        
6918,2018年第一次临时股东大会通知公告                                                                        
6919,关于2018年度向银行申请综合授信的公告                                                                        
6920,2017年第二次临时股东大会决议公告                                                                        
6921,股票解除限售公告                                                                        
6922,2017年第七次临时股东大会决议公告                                                                        
6923,股份交易异常波动公告                                                                        
6924,关于全资子公司法人变更的公告                                                                        
6925,第二届董事会第三次会议决议公告                                                                        
6926,2017年第五次临时股东大会决议公告                                                                        
6927,高管变动公告(任职情况)                                                                        
6928,股票发行认购公告                                                                        
6929,2017年第四次临时股东大会决议公告                                                                        
6930,关于公司增加经营范围并修改公司章程的公告                                                                        
6931,第一届董事会第六次会议决议公告                                                                        
6932,重大合同公告                                                                        
6934,第一届董事会第九次会议决议                                                                        
6935,2017年第五次临时股东大会决议公告                                                                        
6936,第一届监事会第四次会议决议公告                                                                        
6937,股票解除限售公告                                                                        
6938,2017年半年度权益分派实施公告                                                                        
6939,2017年第四次临时股东大会决议公告                                                                        
6940,关于重大资产重组股票恢复转让的提示性公告                                                                        
6941,2017年第六次临时股东大会决议公告                                                                        
6942,2017年第四次临时股东大会决议公告                                                                        
6943,股票解除限售公告                                                                        
6944,股权质押公告                                                                        
6945,2017年第二次临时股东大会决议公告                                                                        
6946,股份交易异常波动公告                                                                        
6947,2017年第四次临时股东大会决议公告                                                                        
6948,第一届董事会第四次会议决议公告                                                                        
6949,股票解除限售公告                                                                        
6950,关于完成全资子公司工商登记并取得营业执照的公告                                                                        
6951,2018年度第一次临时股东大会通知公告                                                                        
6952,关于全资子公司完成工商登记的公告                                                                        
6953,2017年第三次临时股东大会决议公告                                                                        
6954,第一届董事会第十次会议决议公告                                                                        
6955,股票解除限售公告                                                                        
6956,权益变动公告(增持)                                                                        
6957,2017年第三次临时股东大会决议公告                                                                        
6958,股份交易异常波动公告                                                                        
6959,关于公司取得银行授信额度的公告                                                                        
6960,关于获得中国银行授信额度的公告                                                                        
6961,第一届董事会第七次会议决议公告                                                                        
6962,关于预计2017年下半年偶发性关联交易的公告                                                                        
6963,第一届监事会第三次会议决议公告                                                                        
6964,关于公司收到政府补助资金的公告                                                                        
6965,2018年第一次临时股东大会通知的公告                                                                        
6966,对外担保公告                                                                        
6967,第二届董事会第十六次会议决议公告                                                                        
6968,2017年第一次临时股东大会决议公告                                                                        
6969,第一届董事会第十二次会议决议公告                                                                        
6970,股票解除限售公告                                                                        
6971,关于与浙江大学华南工业技术研究院联合成立研发中心的公告                                                                        
6972,第一届监事会第四次会议决议公告                                                                        
6973,股票解除限售公告                                                                        
6974,2017年第四次临时股东大会决议公告                                                                        
6975,股票解除限售公告                                                                        
6976,第一届监事会第五次会议决议                                                                        
6977,财务总监变动公告                                                                        
6978,2017年第三次临时股东大会决议公告                                                                        
6979,第一届董事会第七次会议决议公告                                                                        
6980,第一届监事会第六次临时会议决议公告                                                                        
6981,2017年第二次临时股东大会决议公告                                                                        
6982,2017年第三次临时股东大会决议公告                                                                        
6983,2017年第四次临时股东大会决议公告                                                                        
6984,董事变动公告(任免情况)                                                                        
6986,2017年第五次临时股东大会决议公告                                                                        
6987,变更持续督导主办券商公告                                                                        
6988,关联交易公告                                                                        
6989,权益变动公告(增持)(2017/9/8)                                                                        
6990,权益变动报告书(增持)                                                                        
6991,2018年第一次临时股东大会通知公告                                                                        
6992,权益变动报告书(2017/12/26)(2)                                                                        
6993,2017年第二次临时股东大会决议公告                                                                        
6994,第一届监事会第十五次会议决议公告                                                                        
6995,关于签订重大合同的公告                                                                        
6996,第一届董事会第四次会议决议公告                                                                        
6997,第一届董事会第六次会议决议公告                                                                        
6998,主办券商关于股票发行合法合规性意见                                                                        
6999,2017年第三次临时股东大会决议公告                                                                        
7000,第一届监事会第三次会议决议公告                                                                        
7001,2017年第三次临时股东大会决议公告                                                                        
7002,2017年第二次临时股东大会决议公告                                                                        
7003,2018年第一次临时股东大会通知公告                                                                        
7004,2017年第三次股东大会会议决议公告                                                                        
7005,2017年第一次临时股东大会决议公告                                                                        
7006,会计师事务所变更公告                                                                        
7007,2017年第二次临时股东大会决议公告                                                                        
7008,关于拟向中国工商银行股份有限公司上海市静安支行申请办理票据贴现业务的公告                                                                        
7009,关于预计2018年日常性关联交易公告                                                                        
7010,关于注册资本变更并完成工商变更登记的公告                                                                        
7011,2017年第二次临时股东大会决议公告                                                                        
7012,股票发行方案修订公告                                                                      
7013,权益变动公告                                                                        
7014,关于经营范围变更并换发营业执照的公告                                                                        
7015,2017年第三次临时股东大会决议公告                                                                        
7016,第一届董事会第十一次会议决议公告                                                                        
7017,关联交易公告                                                                        
7018,股票解除限售公告                                                                        
7019,2017年第四次临时股东大会决议公告                                                                        
7020,关于公司获得“行业大单品品牌”荣誉的公告                                                                        
7022,2017年第二次临时股东大会通知公告                                                                        
7023,2017年第二次临时股东大会决议公告                                                                        
7024,股票解除限售公告                                                                        
7026,关于取消2017年半年度第二次权益分派预案的公告                                                                        
7028,2017年第二次临时股东大会决议公告                                                                        
7029,财务总监兼董事辞职公告                                                                        
7030,2018年第一次临时股东大会通知公告                                                                        
7031,2017年第三次临时股东大会决议公告                                                                        
7032,2018年第一次临时股东大会通知公告                                                                        
7033,首创证券有限责任公司关于与高盛(青岛)信息科技股份有限公司解除持续督导协议的公告
7035,关于变更经营范围并领取营业执照的公告                                                                        
7036,2017年第四次临时股东大会决议公告                                                                        
7037,第一届监事会第五次会议决议公告                                                                        
7038,关于超出预计范围的日常性关联交易的公告                                                                        
7039,关于新增股份完成工商变更登记及公司章程修改备案的公告                                                                        
7040,2017年第二次临时股东大会会议决议公告                                                                        
7041,2017年第二次临时股东大会决议公告                                                                        
7042,关于预计2018年度日常性关联交易的公告                                                                        
7043,首创证券有限责任公司关于福建万芳园林艺术股份有限公司控股股东、实际控制人可能发生变动的风险提示公告                                                                        
7044,第一届监事会第三次会议决议公告                                                                        
7045,第一届董事会第十次会议决议公告                                                                        
7047,收购股权的公告                                                                        
7048,第五届董事会第十一次会议决议公告                                                                        
7049,关于修改公司章程的公告                                                                        
7050,关于控股子公司取得营业执照的公告                                                                        
7051,出售资产公告                                                                        
7052,权益变动报告书                                                                        
7053,2017年第二次临时股东大会决议公告                                                                        
7054,权益变动公告(2)                                                                        
7055,权益变动公告                                                                        
7057,山西证券股份有限公司关于与四川省鼎讯科技股份有限公司解除持续督导协议的公告
7058,股权质押公告                                                                        
7059,关于延期召开2017年第四次临时股东大会的通知公告                                                                        
7060,对外投资设立子公司的公告                                                                        
7061,第一届董事会第六会议决议公告                                                                        
7062,2017年半年度报告(更正后)                                                                        
7063,2018年度日常性关联交易预计情况的公告                                                                        
7064,2017年第四次临时股东大会决议公告                                                                        
7065,第一届董事会第九次会议决议公告                                                                        
7066,权益变动公告                                                                        
7067,关于济南分公司完成工商登记并取得营业执照的公告                                                                        
7068,2017年第四次临时股东大会决议公告                                                                        
7069,2017年半年度权益分派实施公告                                                                        
7070,关于取得4项实用新型专利的公告                                                                        
7071,2017年第二次临时股东大会决议公告                                                                        
7072,2017年第四次临时股东大会决议公告                                                                        
7073,公司收购股权资产公告                                                                        
7074,股票解除限售公告                                                                        
7075,2017年第三次临时股东大会决议公告                                                                        
7077,关于预计2018年度日常性关联交易公告                                                                        
7078,2017年第二次临时股东大会决议公告                                                                        
7079,关于补发收到行政处罚决定书的声明公告                                                                        
7080,第一届董事会第十二次会议决议公告                                                                        
7081,权益变动报告书(更正公告)                                                                        
7082,2017年第二次临时股东大会决议公告                                                                        
7083,公司全称及证券简称变更公告                                                                        
7084,权益变动公告                                                                        
7085,关于变更会计师事务所的公告                                                                        
7086,股权质押公告                                                                        
7087,2017年第二次临时股东大会决议公告                                                                        
7088,董监变动公告                                                                        
7089,关于修订股票发行方案的公告                                                                        
7090,第一届监事会第三次会议决议公告                                                                        
7091,2017年第一次临时股东大会决议公告                                                                        
7092,2017年第二次临时股东大会决议公告                                                                        
7093,广东深大地律师事务所关于广东力天世纪传媒股份有限公司股票发行合法合规性的法律意见书                                                                        
7094,关于追认关联交易的公告                                                                        
7095,2017年第三次临时股东大会决议公告                                                                        
7096,2017年第三次临时股东大会决议公告                                                                        
7097,2017年第二次临时股东大会决议公告                                                                        
7098,第一届董事会第六次会议决议公告                                                                        
7099,股票解除限售公告                                                                        
7100,关于设立控股子公司的公告                                                                        
7101,2017年第二次临时股东大会决议公告                                                                        
7102,2017年第二次临时股东大会决议公告                                                                        
7103,2017年第三次临时股东大会会议决议公告                                                                        
7104,关于对控股子公司设备融资售后回租担保的公告                                                                        
7105,第一届董事会第七次会议决议公告                                                                        
7106,高级管理人员辞职报告                                                                        
7108,董事辞职公告                                                                        
7109,股票认购延期公告                                                                        
7110,2017年第三次临时股东大会决议公告                                                                        
7111,2017年第一次临时股东大会决议公告                                                                        
7112,第一届董事会第十五次会议决议公告                                                                        
7113,关于预计2018年度日常性关联交易公告                                                                        
7114,2017半年度权益分派实施公告                                                                        
7115,2017年第三次临时股东大会决议公告                                                                        
7116,关于项目中标的公告                                                                        
7117,第一届董事会第五次会议决议公告                                                                        
7118,关于取得高新技术企业证书的公告                                                                        
7119,股票解除限售公告                                                                        
7121,股票发行情况报告书                                                                        
7122,副总经理辞职公告                                                                        
7123,2017年第八次临时股东大会决议公告                                                                        
7124,2018年第一次临时股东大会通知公告                                                                        
7125,财通证券关于重庆东河水电股份有限公司涉诉情况的风险提示性公告
7126,会计政策变更的公告                                                                        
7127,关于公司资产抵押的公告                                                                        
7128,关于子公司完成工商登记并取得营业执照公告                                                                        
7129,2018年第一次临时股东大会召开公告                                                                        
7130,关于全资子公司完成工商登记的公告                                                                        
7131,关于股权质押公告的补充说明公告[2017-039]                                                                        
7132,关于补充确认公司偶发性关联交易的公告                                                                        
7133,2017年第八次临时股东大会通知的公告                                                                        
7134,2017年第二次临时股东大会决议公告                                                                        
7135,2017年第一次临时股东大会决议公告                                                                        
7136,2017年第三次临时股东大会决议公告                                                                        
7137,2017年第二次临时股东大会决议公告                                                                        
7138,董事变动公告                                                                        
7139,惠州优比贝柠科技股份有限公司反馈意见回复
7140,2017年第一次临时股东大会决议公告                                                                        
7142,2018年第一次临时股东大会通知公告                                                                        
7143,关于2017年半年度权益分派实施公告                                                                        
7144,关于续聘会计师事务所的公告                                                                        
7145,股票解除限售公告                                                                        
7146,九江市钒宇新材料股份有限公司2017年第三次临时股东大会决议公告                                                                        
7147,董事变动公告                                                                        
7148,对外投资公告(设立全资子公司)                                                                        
7149,2017年第一次临时股东大会决议公告                                                                        
7151,股票解除限售公告                                                                        
7152,第一届董事会第十五次会议决议公告                                                                        
7153,董事辞职公告                                                                        
7154,第一届董事会第八次会议决议公告                                                                        
7155,信息披露事务管理制度                                                                        
7157,关于预计2018年度日常性关联交易的公告                                                                        
7158,关于变更法定代表人并完成工商变更登记的公告                                                                        
7159,关于关联方为公司提供担保的公告                                                                        
7160,第一届董事会第三次会议决议公告                                                                        
7161,第一届监事会第五次会议决议公告                                                                        
7163,股票解除限售公告                                                                        
7164,关于经营范围变更完成工商登记及章程备案的公告                                                                        
7165,第一届董事会第四次会议决议公告                                                                        
7166,对外投资公告(设立全资子公司)                                                                        
7168,第一届董事会第八次会议决议公告                                                                        
7169,会计师事务所变更公告                                                                        
7170,职工代表监事任职公告                                                                        
7171,董事辞职公告                                                                        
7172,关于延期召开2017年第三次临时股东大会的公告                                                                        
7173,第二届董事会第九次会议决议公告                                                                        
7174,2018年第一次临时股东大会通知公告                                                                        
7175,监事变动公告                                                                        
7176,2018年度日常性关联交易预计公告                                                                        
7177,股票解除限售公告                                                                        
7178,重大合同公告[2017-014]                                                                        
7179,2018年第一次临时股东大会通知公告                                                                        
7180,2017年第四次临时股东大会决议公告                                                                        
7181,2017年第二次临时股东大会决议公告                                                                        
7182,第一届董事会第十三次会议决议公告                                                                        
7183,重大业务合同公告                                                                        
7184,2018年第一次临时股东大会通知公告                                                                        
7185,关于收到云浮市环境保护局行政处罚决定书的公告                                                                        
7186,上海市协力律师事务所关于常州电站辅机股份有限公司定向发行股票合法合规的法律意见书                                                                        
7187,第一届监事会第四次会议决议公告                                                                        
7190,2017年第六次临时股东大会决议公告                                                                        
7193,股票解除限售公告                                                                        
7194,2017年第二次临时股东大会决议公告                                                                        
