Company Numebr,CurrentRatio,QuickRatio,CashRatio,WorkingCapital,InterestCoverageRatio,CurrentLiabilityCoverage,CurrentLiabilityCoverage,AssetLiabilityRatio,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,LiabilityToTangibleAsset,ROA,NetProfitToCurrentAssetA,NetProfitToFixedAssetA,ROEA,EBIT,EBTAT,EBITToAsset,ReturnOnInvestedCapital,ReturnOnLongTermInvested,OperatingMarginRatio,OperatingCostRatio,OperatingProfiToRevenue,OperatingNetProfiToRevenue,GrossCostRatio,ManagementExpenseRate,FinancialExpenseRate,PeriodExpenseRate,ProfitToCost,ImpairmentLossToRevenue,EBITDAToRevenue,EBITToRevenue,ROEParentA,OperatingIncomeCashRatioA,OperatingIncomeCashRatioB,EquityAppreciationRatioA,EquityGrowthRatioA,FixedAssetsGrowthA,AssetsGrowthA,ReceivablesToIncome,ReceivableTurnoverA,InventoryTurnoverA,CurrentAssetToIncome,CurrentAssetTurnoverA,FixedAssetToIncome,FixedAssetTurnoverA,NoncurrentAssetTurnoverA,CapitalIntensity,AssetTurnoverA,EequityTurnoverA,labels
4155,2.925,2.649911,0.840725,67196235.46,65.983298,0.09917,8.753093,0.277347,0.304439,1.383789,0.383789,0.043072,0.069019,0.149418,0.204782,1.135517,0.202924,26095495.85,21230685.68,0.18302,0.191746,0.283038,0.457454,0.542546,0.234229,0.190597,0.784436,0.159456,0.003605,0.215807,0.308921,0.022892,0.27899,0.237876,0.203731,0.776183,0.031556,1.460039,0.460039,-0.027869,0.528256,0.502318,1.990769,0.087533,3.738062,0.930733,1.074422,0.167851,5.957673,2.710058,1.299729,0.769391,0
4156,2.337111,1.798535,0.095722,33138638.47,4.10872,-0.733168,-13.252058,0.367546,0.375346,1.581142,0.581142,0,0,0.067433,0.05483,0.531317,0.07447,5633704.4,4197521.638,0.083548,0.106622,0.130293,0.11904,0.88096,0.040943,0.030639,0.961418,0.035531,0.013228,0.063762,0.043528,0.006771,0.067097,0.05435,0.07447,0.894597,-0.175297,0.972985,-0.027015,-0.023717,0.027505,0.294322,3.397638,0.128771,43.693317,0.558793,1.789573,0.057666,17.341299,10.901971,0.650519,1.537234,0
4157,3.16691,3.107507,0.944515,58500535.82,136.824704,-0.986191,-254.913229,0.229837,0.234749,1.298427,0.298427,0,0,0.09905,0.13486,0.827241,0.127454,14290652.09,11615083.75,0.121661,0.11816,0.203281,0.279575,0.720425,0.158131,0.1363,0.866958,0.116553,0.001235,0.135905,0.195832,0.006715,0.200617,0.168931,0.161905,0.663213,-0.31473,1.804432,0.804432,-0.117385,0.458413,0.654468,1.527959,0.018957,3.31752,1.010679,0.989434,0.164764,6.069279,2.646497,1.388537,0.720183,0
4158,1.89537,0.445476,0.051908,54584581.56,25.101534,-0.022189,-2.730203,0.500536,0.500536,2.002145,1.002145,0,0,0.094452,0.095271,7.542376,0.180962,12437041.3,11465114.91,0.102114,0.177166,0.224786,0.326851,0.673149,0.055272,0.050018,0.94467,0.134092,0.002251,0.246781,0.05898,0.016908,0.059557,0.056509,0.180962,1.260249,-0.006146,1.220944,0.220944,0.179481,0.496216,0.011974,83.517497,0.40161,69.550021,0.525003,1.90475,0.006632,150.794193,35.225282,0.553392,1.807037,0
4159,7.854241,6.380026,1.752062,53089834.78,-5.458233,-1.167316,23.967116,0.12376,0.124023,1.14124,0.14124,0,0,0.032566,0.039704,2.419825,0.044045,2059095.87,2041383.436,0.032901,0.03649,0.038238,0.46035,0.53965,0.075045,0.080259,0.957889,0.344765,-0.012535,0.427363,0.083717,-0.017084,0.122456,0.06842,0.044233,0.812594,-0.300432,1.037435,0.037435,-0.470798,-0.210233,0.579872,1.724517,0.379419,2.217646,2.021448,0.494695,0.033167,30.150281,17.20047,2.079586,0.480865,0
4160,1.220052,1.220052,0.289278,2140921.63,-33.843849,-0.14648,-12.361148,0.625886,0.637755,2.672982,1.672982,0,0,-0.315492,-0.422869,-1.868512,-0.86313,-3901890.83,-4875438.745,-0.251012,-0.382679,-0.468684,0.542051,0.457949,-0.392574,-0.452843,1.404815,0.772733,0.010401,0.833498,-0.280629,0.110585,-0.25294,-0.352016,-0.86313,1.049183,-0.128571,0.536731,-0.463269,-0.233469,-0.291475,0.625625,1.598403,0,3.938416,1.070882,0.93381,0.242355,4.126177,3.016541,1.402388,0.71307,0
4161,2.634877,1.48176,0.28547,170021062.5,2.16786,-0.224082,-6.051448,0.375579,0.376228,1.601484,0.601484,0,0,0.026378,0.012602,12.461833,0.019972,8348257.03,6409999.602,0.030149,0.042245,0.071819,0.072575,0.927425,0.009343,0.007157,0.985508,0.019957,0.007982,0.05557,0.009483,0.001445,0.018692,0.017303,0.019972,1.154191,-0.048301,2.904198,1.904198,-0.253081,0.405615,0.123794,8.077924,0.248556,16.251334,0.567952,1.760713,0.000574,1741.1293,167.614091,0.573918,1.74241,0
4162,2.017185,1.946723,0.347209,153710153.7,11.006556,0.006867,0.304709,0.482546,0.482546,1.932539,0.932539,0,0,0.091698,0.083032,3.606804,0.156192,37485163.14,27839552.12,0.1197,0.171905,0.301352,0.101499,0.898501,0.048782,0.03634,0.954239,0.014351,0.00489,0.051879,0.051485,-0.000519,0.055541,0.05382,0.158026,0.795593,0.00149,1.868281,0.868281,0.034431,-0.052215,0.126781,7.887621,0.015288,13.274613,0.437655,2.284903,0.010075,99.252892,83.563713,0.449622,2.224089,0
4163,1.690666,1.230552,0.253923,126228061,50.061148,0.092675,17.719605,0.530179,0.530308,2.128472,1.128472,0,0,0.104246,0.113207,1.567285,0.215983,47851727.41,35692771.91,0.138814,0.171158,0.326709,0.06243,0.93757,0.028469,0.021263,0.971183,0.007785,0.000581,0.029356,0.029481,0.002299,0.030042,0.029087,0.215983,1.056523,0.010296,1.23653,0.23653,-0.028387,0.313065,0.084285,11.864556,0.051116,35.449414,0.187822,5.324186,0.013567,73.710545,46.046005,0.20954,4.772369,0
4164,1.705067,1.705067,0.04847,11867857.01,13.81575,-0.199275,39.712793,0.585218,0.585218,2.410905,1.410905,0,0,-0.040571,-0.037716,-17.388608,-0.090733,-1166911.44,-1166911.44,-0.040571,-0.048201,-0.093568,0.084144,0.915856,-0.014976,-0.014987,1.016162,0.048337,-0.001169,0.087404,-0.014939,0.011832,-0.015744,-0.016157,-0.090733,0.778037,-0.046442,0.916815,-0.083185,-0.174669,0.033521,0.293877,3.402782,0,88.524907,0.397377,2.516501,0.000862,1160.213809,1160.213809,0.398239,2.511055,0
4165,3.358314,2.626216,0.689502,27032687.64,-398.800869,-0.424943,-251.6597,0.230791,0.234956,1.300037,0.300037,0.004858,0.007013,-0.152886,-0.20102,-0.938253,-0.199256,-7718998.19,-7718998.19,-0.152886,-0.19529,-0.275973,0.381576,0.618424,-2.470474,-2.368902,3.534336,2.890711,0.005925,2.896636,-0.673929,0.017908,-1.251102,-2.362977,-0.199256,2.18267,-1.491135,2.296026,1.296026,1.605361,0.917937,0.732251,1.365653,2.56895,0.413312,11.784399,0.084858,2.524801,0.396071,0.272378,15.455769,0.064701,0
4166,0.701444,0.613805,0.008251,-14875050.05,1.124105,0.2375,9.316844,0.666703,0.723933,3.000323,2.000323,0,0,0.021891,0.010469,0.011253,0.01469,1427690.15,3314065.32,0.019104,0.034148,0.057743,0.360275,0.639725,-0.001619,0.009021,1.005425,0.246439,0.031314,0.3328,0.003996,0.020996,0.10964,0.0352,0.01469,0.800389,0.291749,1.014909,0.014909,0.399626,0.070323,0.622667,1.605996,0.107658,98.658323,0.861667,1.160541,0.801673,1.247391,1.019512,1.842528,0.542733,0
4167,1.709342,1.405915,0.287344,92350511.71,7.560616,0.068046,2.679643,0.601142,0.61194,2.507156,1.507156,0.223904,0.33374,0.084159,0.086435,0.497115,0.180053,24995636.27,22167445.43,0.093321,0.142009,0.206107,0.091833,0.908167,0.027816,0.029238,0.973139,0.042983,0.005025,0.05792,0.034126,0.006549,0.044634,0.037994,0.180053,0.881683,0.013466,1.19754,0.19754,-0.040432,0.232402,0.168854,5.922261,0.060046,17.585903,0.338269,2.956231,0.058816,17.002189,14.52198,0.40713,2.45622,0
4168,1.987553,1.243887,0.09928,176102864.3,-1.941702,-0.098312,9.437936,0.469999,0.471114,1.886788,0.886788,0.003292,0.003786,0.008593,0.014474,9.023504,0.025416,3606767.87,3386090.41,0.009471,0.015546,0.018075,0.203184,0.796816,0.040837,0.032448,0.967596,0.117038,-0.011749,0.116019,0.037863,0.054529,0.027479,0.022813,0.025416,0.710137,-0.110888,1.026769,0.026769,-0.248971,-0.034513,1.131851,0.883508,0.838794,8.930151,2.241798,0.446071,0.003596,278.092287,5.987747,2.408805,0.415144,0
4169,3.841747,3.064333,1.222296,36022187.43,-73.291953,-0.167321,-59.631897,0.183357,0.191606,1.224525,0.224525,0,0,-0.039288,-0.056504,-0.173177,-0.048739,-2606838.66,-2714615.605,-0.037707,-0.046463,-0.044309,0.402227,0.597773,-0.107988,-0.110714,1.142667,0.321159,0.001431,0.42844,-0.103603,0.091807,-0.026581,-0.104887,-0.048739,1.014908,-0.085339,0.953526,-0.046474,0.107668,-0.012881,0.766336,1.304911,0.396502,1.604095,1.959396,0.510361,0.639311,1.564185,1.216222,2.781614,0.359503,0
4170,3.465727,3.320503,0.752594,65194331.66,-14.995361,0.335313,-15.258025,0.285974,0.286486,1.400509,0.400509,0,0,0.079998,0.087057,36.119801,0.12084,8713122.3,7478687.287,0.09424,0.112038,0.163795,0.338606,0.661394,0.119623,0.102744,0.887723,0.172893,-0.007484,0.206053,0.137995,0.013319,0.114274,0.11222,0.12084,1.061512,0.114185,1.635118,0.635118,-0.322355,0.317636,0.488075,2.048864,0.049454,3.901922,1.180198,0.847315,0.002845,351.550016,94.435963,1.190787,0.839781,0
4171,1.946883,1.914434,0.556933,18932439.87,5.420603,0.461502,8.284663,0.403306,0.414385,1.6759,0.6759,0.103936,0.218784,0.080532,0.095199,0.242134,0.103774,6037492.36,4544095.189,0.100882,0.095717,0.184767,0.210362,0.789638,0.091095,0.069318,0.92022,0.080544,0.020834,0.143052,0.098745,-0.017641,0.143021,0.112932,0.103774,1.43604,0.172602,1.700126,0.700126,-0.043752,0.259999,0.117861,8.484581,0.012136,4.800925,0.728136,1.37337,0.286278,3.493111,2.555506,1.119448,0.893298,0
4172,4.18443285,3.540512051,1.152923659,48384488.05,-45.23125083,-0.107378497,-118.1836728,0.406456821,0.432192427,2.194531569,1.194518803,0.050695698,0.147190751,0.028917761,0.017878395,3.559029345,-0.074411655,12902613.71,10582609.3,0.038564422,-0.020100777,0.075066222,0.308878136,0.691468656,-0.240984208,-0.259684987,1.395153327,0.541562741,0.018993357,0.665643977,0.06469504,0.037133152,-0.111924352,-0.221803161,-0.06179446,1.070525289,-0.195930102,1.21963685,0.21963685,1.008515139,0.20129773,0.403035988,88.751197,0.322958746,46.106121,1.686880187,1.36705077,0.452008624,92.83275229,18.73326772,3.418450458,0.917678291,0
4173,1.128461,0.774432,0.320297,9201362.14,14.594688,0.372027,11.103101,0.433608,0.445434,1.765563,0.765563,0.001484,0.015139,0.182518,0.344044,0.352293,0.296645,35027191.47,29854267.8,0.211631,0.220287,0.389583,0.393674,0.606326,0.230072,0.194888,0.862136,0.167327,0.01682,0.226841,0.274443,0.017456,0.27932,0.245477,0.297577,1.086991,0.18675,1.090867,0.090867,0.239495,0.11331,0.216055,4.628461,0.177715,6.219588,0.566464,1.765337,0.553199,1.807667,1.685015,1.159931,0.86212,0
4174,2.18762,1.504148,1.07327,56069714.99,23.133441,0.271434,16.9211,0.327189,0.357425,1.486301,0.486301,0.017103,0.031247,0.107952,0.149085,0.476753,0.152928,17519702.11,16093403.56,0.117071,0.137562,0.173207,0.365917,0.634083,0.134441,0.122523,0.900402,0.144033,0.006026,0.255807,0.149885,0.000485,0.16569,0.139408,0.152928,1.164041,0.101971,1.028581,0.028581,-0.06999,0.023709,0.076208,13.122012,0.256763,2.480158,0.821833,1.216792,0.256995,3.891132,2.71029,1.190797,0.839774,0
4175,1.098035,0.572449,0.000925,1436867.19,332.191839,0.016482,-48.464796,0.478061,0.478061,1.915934,0.915934,0,0,-0.060364,-0.114685,-0.129296,-0.115342,-1655757.07,-1851270.085,-0.054006,-0.115654,-0.09783,0.049753,0.950247,-0.0668,-0.07562,1.0668,0.091637,-0.000204,0.138918,-0.062097,-0.031945,0.013978,-0.067838,-0.115342,1.145303,0.009897,0.896586,-0.103414,-0.059454,-0.090422,0.33437,2.990696,0.315614,1800.024924,0.65937,1.5166,0.584858,1.709815,1.675757,1.256115,0.796106,0
4176,3.764551,3.010396,0.430042,57512204.5,68.540233,1.040697,84.763141,0.34014,0.345337,1.515472,0.515472,0.125196,0.139025,0.176208,0.187241,4.71244,0.262467,17506456.44,14880977.72,0.206765,0.223125,0.305516,0.777222,0.222778,0.28075,0.246767,0.968789,0.523232,0.004298,0.722671,0.307055,0.00994,0.318649,0.294603,0.262467,1.285187,0.364333,1.323495,0.323495,0.14392,0.175697,0.338661,2.952808,0.264019,6.642245,1.317917,0.758773,0.052365,19.096689,9.353963,1.424823,0.701842,0
4178,1.256357,0.878822,0.268339,6981028.78,-90.201706,-1.328244,-238.853988,0.452214,0.47664,1.825529,0.825529,0,0,-0.205367,-0.365899,-3.857571,-0.379495,-13659507.71,-12381133.44,-0.226832,-0.374904,-0.353047,0.306489,0.693511,-0.158145,-0.142072,1.299658,0.239005,0.001719,0.545313,-0.126524,0.059735,-0.108294,-0.155023,-0.258145,0.873131,-0.410499,0.743056,-0.256944,-0.285498,-0.380043,0.054418,18.376104,0.116679,12.058167,0.388282,2.575445,0.036829,27.152235,3.388188,0.683425,1.463217,0
4179,1.767829,1.251675,0.177383,16428118.16,8.594983,0.501356,31.30253,0.256412,0.261926,1.344832,0.344832,0.041826,0.188763,0.022936,0.048872,0.034698,0.026021,2945336.88,2091885.573,0.03083,0.027687,0.040621,0.425573,0.574427,0.04368,0.064195,0.962699,0.343316,0.011901,0.391785,0.093546,-0.010313,0.302668,0.102286,0.034255,1.272874,0.372521,1.026716,0.026716,0.157114,0.01764,0.474753,2.106357,0.383517,7.587209,1.313546,0.761298,1.850123,0.540505,0.498944,3.31778,0.301406,0
4180,2.071875,0.843512,0.200331,25416641.51,10.315986,0.737092,25.879437,0.535836,0.587096,2.154412,1.154412,0.425695,1.673697,0.047144,0.104899,0.085085,0.089799,6967099.16,5706790.217,0.056349,0.051938,0.072028,0.269293,0.730707,0.048565,0.03982,0.970218,0.124414,0.005218,0.233872,0.050399,-0.000891,0.097171,0.053832,0.089799,1.008312,0.135047,1.10795,0.10795,-0.059142,-0.047453,0.065809,15.195427,0.225056,27.245005,0.379601,2.634345,0.468001,2.136746,1.736904,0.955338,1.04675,0
4181,1.062593,1.062593,0.914712,8421186.4,-19.639106,0.621442,-46.6394,0.671947,0.905429,3.04829,2.04829,0.000437,0.00341,0.1493,0.221686,9.691935,0.482397,35206156.7,30156843.29,0.175797,0.454912,0.581335,0.717933,0.282067,0.223269,0.195955,0.807534,0.226552,-0.011084,0.522033,0.284499,0.000401,0.239455,0.217681,0.482397,1.398634,0.516954,1.185979,0.185979,-0.234597,0.46032,0.006265,159.614613,0,1.314207,0.883931,1.13131,0.020218,49.459897,2.8223,1.238252,0.80759,0
4182,0.87212,0.736021,0.057148,-4938979.86,-2.961199,0.069271,3.866098,0.673147,0.673147,3.059483,2.059483,0.01211,-0.046824,-0.032093,-0.075539,-0.11255,-0.134869,-2049174.34,-1902050.262,-0.035503,-0.069838,-0.101177,0.401479,0.598521,-0.145584,-0.115526,1.147505,0.239563,0.03142,0.469427,-0.116543,0.065697,-0.053963,-0.093042,-0.134869,0.754661,0.121474,0.881159,-0.118841,-0.044202,0.049391,1.022562,0.977936,0.238663,9.978593,1.529352,0.653872,1.026437,0.974244,0.916315,2.620679,0.38158,0
4184,1.825669,0.364636,0.064985,11098979.26,22.270979,0.273511,8.288518,0.194582,0.194582,1.241591,0.241591,0.02519,0.145058,0.127705,0.38447,4.077781,0.151438,9879016.75,9879016.75,0.127705,0.133653,0.165776,0.801553,0.198447,0.35513,0.457119,0.64487,0.393416,0.02149,0.446447,0.708829,-0.000495,0.668576,0.47861,0.151666,1.022702,0.178123,1.178465,0.178465,-0.117374,0.3421,0.080691,12.393019,0.951491,23.628694,1.188959,0.841072,0.1121,8.920604,0.390808,3.747762,0.266826,0
4185,0.820234,0.658938,0.062227,-66692306.98,6.827627,-0.185977,-6.691709,0.507947,0.516044,2.032302,1.032302,0.07436,-0.469424,0.088842,0.197348,0.2527,0.154097,70398028.14,70358734.73,0.088884,0.140442,0.187136,0.325389,0.674611,0.182624,0.183668,0.831265,0.111195,0.031534,0.147407,0.223561,0.005793,0.387926,0.215305,0.156586,0.767348,-0.211019,1.182168,0.182168,-0.031332,0.288733,0.042733,23.400971,0.183015,14.163073,0.930683,1.07448,0.726822,1.375852,0.67041,2.422307,0.41283,0
4186,2.196875,1.48921,0.053251,19781833.67,6.234576,0.004512,0.051021,0.566344,0.599337,2.305974,1.305974,0.359319,0.62886,0.160318,0.18558,0.574205,0.303789,9113493.01,8025635.917,0.178176,0.216814,0.364075,0.214129,0.785871,0.102282,0.090286,0.8979,0.058441,0.019586,0.095594,0.116311,0.010984,0.140337,0.12211,0.303789,1.035968,0.000999,1.436345,0.436345,-0.052779,0.405457,0.313984,3.184876,0.156715,84.799334,0.486507,2.055469,0.157236,6.359853,5.029472,0.685335,1.45914,0
4187,1.470473,1.148828,0.086607,33528570.42,-8.775568,0.217443,12.361442,0.371539,0.409116,1.591188,0.591188,0.149534,0.899748,-0.043456,-0.125174,-0.120828,-0.076453,-11000980.32,-11775604.18,-0.040295,-0.057246,-0.065166,0.842072,0.157928,-0.433989,-0.46418,1.569051,1.272923,0.04436,1.360327,-0.285621,0.003139,0.052143,-0.389285,-0.076453,2.139701,0.548354,1.520238,0.520238,0.147562,0.452514,0.273501,3.65629,0.811135,4.578565,3.708288,0.269666,3.841646,0.260305,0.167998,9.660752,0.103512,0
4188,0.880516,0.226006,0.006784,-24526748.62,-2.213102,0.028333,0.697625,0.803871,0.831919,5.098674,4.098674,0,0,-0.070893,-0.146282,-0.410442,-0.527923,-18450282.68,-18211029.61,-0.072253,-0.131262,-0.280389,0.02917,0.97083,-0.250239,-0.249741,1.223712,0.087922,0.078747,0.225492,-0.2115,0.015849,-0.081089,-0.174275,-0.460978,1.409319,0.054936,0.654483,-0.345517,-0.148629,-0.053958,0.307931,3.247479,1.269048,76.020665,1.707259,0.585734,0.608467,1.643474,1.418976,2.411993,0.414595,1
4189,0.329185,0.329152,0.0687,-21079958.95,0.392484,0.380222,2.84594,0.567099,0.601678,2.309996,1.309996,0.397655,-1.514489,0.014338,-0.251021,-1.043762,-0.053696,1647784.56,1677574.62,0.014751,0.015359,0.017999,0.268289,0.731711,-0.973193,-0.319434,2.134064,0.743168,0.516467,1.289527,-0.155233,0.037434,0.708342,0.202705,-0.051981,0.959718,1.469833,0.956076,-0.043924,-0.971512,-0.028627,0.282572,3.538918,0.000129,3.76539,1.27254,0.78583,0.306041,3.267533,0.080196,13.742006,0.07277,0
4190,2.335579,1.918055,0.017198,21825829.51,1.570164,-0.348999,-4.731634,0.570002,0.573206,2.325594,1.325594,0.296863,0.349919,0.042325,0.01507,0.188948,0.031798,1892601.65,1584042.24,0.044989,0.048102,0.081448,0.239104,0.760896,0.024427,0.02334,1.038021,0.169335,0.04891,0.2577,0.027378,0.011492,0.128243,0.076797,0.031798,0.870956,-0.231424,1.445513,0.445513,-0.250457,0.252502,0.933392,1.071361,0.276863,87.687666,1.54874,0.645686,0.123527,8.095399,6.317801,1.707023,0.585815,0
4191,1.174597,0.757521,0.359861,10715347.15,0.2248,0.061888,0.574917,0.360805,0.400611,1.564468,0.564468,0.25255,8.540757,0.003505,-0.071044,-0.019134,-0.018908,1485156.84,1485156.84,0.003505,0.003691,0.004978,0.651283,0.348717,-0.112165,-0.063765,1.115513,0.356421,0.082256,0.708636,-0.060306,0.017306,0.265213,0.018491,-0.018908,0.808184,0.047291,2.793625,1.793625,-0.002673,-0.169761,0.220971,4.525479,0.318698,3.636646,0.897539,1.114157,3.332534,0.300072,0.228395,5.275926,0.18954,0
4192,2.359092,2.357106,0.457565,103559313.1,-246.460135,-0.748722,-623.953258,0.355452,0.51491,1.551474,0.551474,0.103879,0.195827,-0.085363,-0.129402,-66.996359,-0.132962,-22534885.29,-23166864.63,-0.083026,-0.118681,-0.107769,0.153659,0.846341,-0.077306,-0.077408,1.096716,0.117411,0.000304,0.222329,-0.070458,0.0256,-0.069967,-0.074992,-0.137806,1.080528,-0.189853,0.882513,-0.117487,0.66035,0.024946,0.14694,6.805494,0.000503,8.618855,0.598195,1.671697,0.001155,865.501983,3.278251,0.903235,1.107131,0
4193,1.420237,0.675415,0.213858,37625279.33,9.155701,-0.055004,-3.27051,0.734874,0.734874,3.771793,2.771793,0.178572,0.202517,0.088189,0.079846,3.893352,0.289669,13786572.8,11397995.33,0.104283,0.181429,0.388572,0.370092,0.629908,0.094947,0.079047,0.905053,0.200381,0.011723,0.274734,0.105691,-0.001148,0.115336,0.107336,0.288245,1.118109,-0.038341,1.394914,0.394914,0.838777,0.354166,0.080094,12.485363,0.519189,6.708129,0.989996,1.010105,0.020303,49.25363,25.45872,1.029276,0.971557,0
4194,3.934019,3.073289,0.704513,86883470.58,7.799453,0.196914,3.609385,0.180028,0.184827,1.219554,0.219554,0.020432,0.035778,0.063421,0.08508,0.165188,0.066505,12600351.56,11369176.21,0.069326,0.071351,0.082763,0.214654,0.785346,0.050695,0.052374,0.958871,0.12463,0.008537,0.166931,0.060955,0.00084,0.109442,0.066583,0.066505,0.717439,0.030813,1.002094,0.002094,0.104477,0.050764,0.222017,4.504164,0.134686,9.071019,0.615589,1.62446,0.317059,3.153983,2.899863,0.960433,1.041197,0
4195,1.929813,1.918463,0.097411,25615529.8,2.062028,0.294595,33.223294,0.502063,0.503135,2.008286,1.008286,0,0,0.011147,0.00691,0.597884,0.013445,503715.66,713278.0257,0.00918,0.022386,0.018561,0.362758,0.637242,0.010748,0.015219,1.003606,0.148119,0.01012,0.274953,0.011782,0.083296,0.03309,0.020867,0.013445,0.901535,0.336215,1.013629,0.013629,-0.279898,-0.214089,2.035962,0.491168,0.012954,8.995019,2.202454,0.454039,0.025455,39.285561,14.139483,2.273178,0.439913,0
4196,2.894784,1.262777,0.661932,6745141.9,-191.81712,0.108788,76.90377,0.338739,0.338739,1.512263,0.512263,0,0,-0.091574,-0.093876,-11.097568,-0.139208,-965944.98,-962375.6082,-0.091915,-0.138484,-0.129954,0.231919,0.768081,-0.091745,-0.065213,1.091745,0.208223,0.000339,0.317661,-0.060286,0.000967,-0.06195,-0.065115,-0.139208,1.149058,0.026106,0.877803,-0.122197,-0.139049,0.12303,0.121921,8.202027,0.391637,6.295419,0.694669,1.439535,0.005876,170.174561,72.677773,0.708428,1.411575,0
4197,6.910943,6.113043,1.495841,83025666.53,30.212249,0.343169,163.300538,0.144535,0.150095,1.168955,0.168955,0.028335,0.03529,0.004306,0.004906,0.129737,0.00474,891782.5,492580.0551,0.007593,0.004891,0.008781,0.318323,0.681677,0.089243,0.012252,0.99814,0.227663,0.000759,0.324496,0.022045,-0.013189,0.0775,0.022941,0.00474,1.0024,0.123997,1.007812,0.007812,-0.178925,-0.039159,1.311006,0.762773,0.288304,1.850171,2.497124,0.400461,0.094437,10.58911,1.907318,3.021421,0.33097,0
4198,1.610149,0.695613,0.232606,18417454.55,4.93032,-0.098381,-5.87968,0.516495,0.52877,2.06823,1.06823,0,0,0.038,0.035301,0.22663,0.060719,2490148.84,2152281.687,0.042609,0.051964,0.090988,0.352222,0.647778,0.084511,0.070717,1.042573,0.188607,0.020817,0.353124,0.081744,0.028753,0.147806,0.102635,0.064559,1.127599,-0.122398,1.067177,0.067177,0.036147,0.310372,0.324173,3.084772,1.137796,3.455531,2.003224,0.499195,0.312035,3.204767,2.465738,2.408782,0.415148,0
4199,8.184935,7.385136,2.096953,24681256.62,-173.613177,0.314718,-34.20123,0.117198,0.117198,1.132757,0.132757,0,0,0.165816,0.173983,5.295582,0.189051,5487910.79,4863764.48,0.187233,0.187829,0.23423,0.735145,0.264855,0.207128,0.20845,0.818791,0.368473,-0.001347,0.499091,0.307875,0.039187,0.247526,0.233853,0.189051,0.852272,0.046068,1.233123,0.233123,-0.142989,0.237232,0.170401,5.868495,0.117074,3.257855,1.198105,0.834652,0.039363,25.404563,19.650809,1.248993,0.800645,0
4200,2.713668,2.573383,0.064095,39184342.94,17.031496,-0.187115,-14.792444,0.355854,0.356048,1.552443,0.552443,0,0,0.070601,0.06845,2.088332,0.102617,4926144.86,4512275.665,0.076664,0.091481,0.125454,0.17378,0.82622,0.055602,0.056538,0.944394,0.079139,0.00385,0.109135,0.065989,0.00385,0.072366,0.065573,0.601086,0.795149,-0.056953,1.114351,0.114351,-0.159468,0.565249,0.708216,1.411999,0.042699,51.258601,0.825968,1.2107,0.027073,36.937017,34.054975,0.855333,1.169136,0
4201,16.664778,13.304779,12.606361,9921065.62,148.921529,5.500896,-491.181365,0.052439,0.052439,1.055341,0.055341,0,0,-0.094303,-0.10724,-0.743133,-0.098902,-1056289.98,-1139509.887,-0.087459,-0.099521,-0.087949,0.206821,0.793179,-0.096901,-0.104535,1.124793,0.355209,-0.000655,0.356494,-0.084286,-0.030537,-0.064296,-0.097556,-0.098902,1.562778,0.321765,0.909999,-0.090001,-0.184453,-0.254326,0.000826,1210.941348,0.196537,1.356141,0.974776,1.025876,0.140668,7.108917,7.108368,1.115456,0.896495,0
4202,4.071696,4.071696,2.794866,33087522.99,-50.219293,-0.965536,-48.89676,0.241923,0.241984,1.319128,0.319128,0,0,-0.2465,-0.255094,-42.808599,-0.331467,-10681808.84,-10969816.45,-0.239903,-0.325166,-0.397865,0.136678,0.863322,-0.224174,-0.207344,1.228451,0.22159,0.003942,0.339633,-0.167837,0.009274,-0.193102,-0.197958,-0.334261,1.062318,-0.192745,1.6926,0.6926,-0.423282,0.377848,0.226191,4.42104,0,1.792356,0.812812,1.230297,0.004844,206.461935,80.995729,0.825158,1.211889,0
4203,1.292021,1.263009,0.023256,5031739.29,190.249257,-0.524332,1371.30944,0.624593,0.627384,2.663773,1.663773,0,0,-0.053437,-0.065923,-0.31936,-0.141709,-1253424.89,-1475355.988,-0.045435,-0.142345,-0.128652,0.655762,0.344238,-0.160328,-0.114281,1.160328,0.455942,-0.000513,0.794144,-0.085288,0.012023,-0.007765,-0.097603,-0.094502,0.882988,-0.703521,1.13445,0.13445,-0.069846,0.563447,0.28342,3.528331,0.038926,32.047308,1.733566,0.576846,0.357844,2.794513,2.411782,2.148197,0.465507,0
4204,17.89243,16.442753,2.075767,15576933.13,-840.583241,3.726855,-1836.47187,0.046877,0.046877,1.049183,0.049183,0,0,0.073616,0.087882,39.274252,0.077336,1573000.23,1448249.869,0.079965,0.077236,0.084894,0.560384,0.439616,0.153028,0.360757,1.045642,0.595973,-0.000466,0.619054,0.370117,-0.020418,0.39542,0.391366,0.077336,1.611566,0.855041,1.02403,0.02403,-0.141514,0.055249,0.712863,1.402793,0.332595,2.099795,4.105006,0.243605,0.009186,108.866285,1.267071,4.894228,0.204322,0
